raw_text,ner_tags_json
Ấp 14 gần Mai Chi Tho,"{'tokens': ['Ấp', '14', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 168 Kiệt 71 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '168', 'Kiệt', '71', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 68 Kiệt 52 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '68', 'Kiệt', '52', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Đối diện Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Đối', 'diện', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 128 Kiệt 83 Le Loi,"{'tokens': ['Bitexco', 'Số', '128', 'Kiệt', '83', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
435/31 Mai Chi Tho,"{'tokens': ['435/31', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
54/24 Le Loi,"{'tokens': ['54/24', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Bitexco Số 192 Kiệt 71 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '192', 'Kiệt', '71', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
201/25 Nguyen Hue,"{'tokens': ['201/25', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Bitexco Số 56 Ngõ 26 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '56', 'Ngõ', '26', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Đối diện Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Đối', 'diện', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Khu phố 2 gần Le Loi,"{'tokens': ['Khu', 'phố', '2', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Le Loi,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 122 Ngõ 48 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '122', 'Ngõ', '48', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Tổ 16 gần Le Loi,"{'tokens': ['Tổ', '16', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Gần Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
7/11 Le Loi,"{'tokens': ['7/11', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Phía sau Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Phía', 'sau', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Kế bên Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Kế', 'bên', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Khu phố 18 gần Le Loi,"{'tokens': ['Khu', 'phố', '18', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Xóm 1 gần Nguyen Hue,"{'tokens': ['Xóm', '1', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Phía sau Cho Ben Thanh đường Le Loi,"{'tokens': ['Phía', 'sau', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Kế bên Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Kế', 'bên', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Cạnh Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Cạnh', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 193 Hẻm 62 Nguyen Hue,"{'tokens': ['Landmark', '81', 'Số', '193', 'Hẻm', '62', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
363/14 Mai Chi Tho,"{'tokens': ['363/14', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Phía sau Ben xe Mien Tay đường Le Loi,"{'tokens': ['Phía', 'sau', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 24 Kiệt 83 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '24', 'Kiệt', '83', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 138 Kiệt 63 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '138', 'Kiệt', '63', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
33/43 Nguyen Hue,"{'tokens': ['33/43', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Cạnh Ben xe Mien Tay đường Le Loi,"{'tokens': ['Cạnh', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Ấp 5 gần Nguyen Hue,"{'tokens': ['Ấp', '5', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Khu phố 11 gần Nguyen Hue,"{'tokens': ['Khu', 'phố', '11', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Đối diện Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Đối', 'diện', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Thôn 5 gần Mai Chi Tho,"{'tokens': ['Thôn', '5', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
409/43 Mai Chi Tho,"{'tokens': ['409/43', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 10 Hẻm 82 Le Loi,"{'tokens': ['Bitexco', 'Số', '10', 'Hẻm', '82', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Tổ 15 gần Le Loi,"{'tokens': ['Tổ', '15', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
359/11 Le Loi,"{'tokens': ['359/11', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
122/47 Nguyen Hue,"{'tokens': ['122/47', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Thôn 4 gần Nguyen Hue,"{'tokens': ['Thôn', '4', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 148 Ngõ 46 Le Loi,"{'tokens': ['Bitexco', 'Số', '148', 'Ngõ', '46', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Phía sau Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Phía', 'sau', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Thôn 1 gần Le Loi,"{'tokens': ['Thôn', '1', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Khu phố 19 gần Nguyen Hue,"{'tokens': ['Khu', 'phố', '19', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 174 Kiệt 92 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '174', 'Kiệt', '92', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Xóm 13 gần Le Loi,"{'tokens': ['Xóm', '13', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Tổ 15 gần Nguyen Hue,"{'tokens': ['Tổ', '15', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Thôn 2 gần Nguyen Hue,"{'tokens': ['Thôn', '2', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Phía sau Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Phía', 'sau', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Thôn 11 gần Mai Chi Tho,"{'tokens': ['Thôn', '11', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Tổ 5 gần Le Loi,"{'tokens': ['Tổ', '5', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Thôn 14 gần Le Loi,"{'tokens': ['Thôn', '14', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Khu phố 20 gần Nguyen Hue,"{'tokens': ['Khu', 'phố', '20', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Khu phố 15 gần Nguyen Hue,"{'tokens': ['Khu', 'phố', '15', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Cạnh Ben xe Mien Tay đường Le Loi,"{'tokens': ['Cạnh', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Cạnh Ben xe Mien Tay đường Le Loi,"{'tokens': ['Cạnh', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
147/4 Nguyen Hue,"{'tokens': ['147/4', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Landmark 81 Số 188 Ngõ 9 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '188', 'Ngõ', '9', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Thôn 9 gần Le Loi,"{'tokens': ['Thôn', '9', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Cạnh Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Cạnh', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Đối diện Cho Ben Thanh đường Le Loi,"{'tokens': ['Đối', 'diện', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Tổ 16 gần Le Loi,"{'tokens': ['Tổ', '16', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 178 Kiệt 38 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '178', 'Kiệt', '38', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Thôn 18 gần Le Loi,"{'tokens': ['Thôn', '18', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Tổ 14 gần Mai Chi Tho,"{'tokens': ['Tổ', '14', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Cạnh Ben xe Mien Tay đường Le Loi,"{'tokens': ['Cạnh', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
408/41 Nguyen Hue,"{'tokens': ['408/41', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Đối diện Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Đối', 'diện', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 19 Kiệt 57 Nguyen Hue,"{'tokens': ['Landmark', '81', 'Số', '19', 'Kiệt', '57', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 157 Kiệt 38 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '157', 'Kiệt', '38', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Thôn 17 gần Le Loi,"{'tokens': ['Thôn', '17', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Tổ 12 gần Mai Chi Tho,"{'tokens': ['Tổ', '12', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Xóm 6 gần Mai Chi Tho,"{'tokens': ['Xóm', '6', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 40 Hẻm 69 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '40', 'Hẻm', '69', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Le Loi,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
110/4 Mai Chi Tho,"{'tokens': ['110/4', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
493/16 Le Loi,"{'tokens': ['493/16', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
166/50 Le Loi,"{'tokens': ['166/50', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Xóm 13 gần Le Loi,"{'tokens': ['Xóm', '13', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Khu phố 18 gần Mai Chi Tho,"{'tokens': ['Khu', 'phố', '18', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
283/48 Le Loi,"{'tokens': ['283/48', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Khu phố 13 gần Mai Chi Tho,"{'tokens': ['Khu', 'phố', '13', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 29 Ngõ 4 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '29', 'Ngõ', '4', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
310/39 Nguyen Hue,"{'tokens': ['310/39', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Khu phố 4 gần Mai Chi Tho,"{'tokens': ['Khu', 'phố', '4', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Gần Ben xe Mien Tay đường Le Loi,"{'tokens': ['Gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
15/22 Mai Chi Tho,"{'tokens': ['15/22', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Gần Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Kế bên Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Kế', 'bên', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
308/24 Le Loi,"{'tokens': ['308/24', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Le Loi,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 191 Kiệt 52 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '191', 'Kiệt', '52', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Bitexco Số 34 Ngõ 61 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '34', 'Ngõ', '61', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Bitexco Số 72 Ngõ 6 Le Loi,"{'tokens': ['Bitexco', 'Số', '72', 'Ngõ', '6', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
281/28 Mai Chi Tho,"{'tokens': ['281/28', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 21 Kiệt 87 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '21', 'Kiệt', '87', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
301/4 Le Loi,"{'tokens': ['301/4', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
253/43 Nguyen Hue,"{'tokens': ['253/43', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Phía sau Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Phía', 'sau', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Kế bên Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Kế', 'bên', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Đối diện Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Đối', 'diện', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 28 Kiệt 47 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '28', 'Kiệt', '47', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Le Loi,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Tổ 11 gần Le Loi,"{'tokens': ['Tổ', '11', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
